src_pmid	burst_year	threshold	time_period	Avg. # of Pub.	after_burst_window
2985974	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	21.75138121546961	5y
2986111	1992	Threshold of 0.5%	Earlier Entrants	12.13888888888889	5y
2986111	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.861788617886178	5y
2986122	2003	Threshold of 0.5%	Earlier Entrants	22.2	5y
2986122	2003	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.387878787878789	5y
2986132	1997	Threshold of 0.5%	Earlier Entrants	11.857142857142858	5y
2986132	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.596774193548388	5y
2986140	2002	Threshold of 0.5%	Earlier Entrants	1	5y
2986140	2002	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	5.382716049382716	5y
2987957	2002	Threshold of 0.5%	Earlier Entrants	8.27450980392157	5y
2987957	2002	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.540816326530612	5y
2987960	1993	Threshold of 0.5%	Earlier Entrants	13.657142857142857	5y
2987960	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.900255754475705	5y
2988608	2000	Threshold of 0.5%	Earlier Entrants	19.55172413793104	5y
2988608	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.983739837398376	5y
2988787	1999	Threshold of 0.5%	Earlier Entrants	6.75	5y
2988787	1999	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.192982456140353	5y
2989289	1993	Threshold of 0.5%	Earlier Entrants	12.847826086956522	5y
2989289	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.302564102564103	5y
2989292	1999	Threshold of 0.5%	Earlier Entrants	8.333333333333334	5y
2989292	1999	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.380597014925373	5y
2989330	1993	Threshold of 0.5%	Earlier Entrants	17.3125	5y
2989330	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.077777777777778	5y
2989829	1997	Threshold of 0.5%	Earlier Entrants	15.92	5y
2989829	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.651162790697674	5y
2990531	1995	Threshold of 0.5%	Earlier Entrants	7.5	5y
2990531	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.661870503597122	5y
2990874	1994	Threshold of 0.5%	Earlier Entrants	8.692307692307692	5y
2990874	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.147435897435898	5y
2991018	1993	Threshold of 0.5%	Earlier Entrants	13.11111111111111	5y
2991018	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.4	5y
2991221	1996	Threshold of 0.5%	Earlier Entrants	17.34090909090909	5y
2991221	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	17.583333333333332	5y
2991885	1992	Threshold of 0.5%	Earlier Entrants	8.825	5y
2991885	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.690346083788707	5y
2992297	2000	Threshold of 0.5%	Earlier Entrants	41.85714285714285	5y
2992297	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	15.260223048327138	5y
2993410	1991	Threshold of 0.5%	Earlier Entrants	14.192307692307692	5y
2993410	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	22.306451612903224	5y
2993417	1992	Threshold of 0.5%	Earlier Entrants	18.4375	5y
2993417	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.5546875	5y
2994036	1998	Threshold of 0.5%	Earlier Entrants	13.76851851851852	5y
2994036	1998	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.875968992248062	5y
2995354	1996	Threshold of 0.5%	Earlier Entrants	12.3	5y
2995354	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.457466918714555	5y
2995386	2003	Threshold of 0.5%	Earlier Entrants	16.307692307692307	5y
2995386	2003	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.840425531914894	5y
2995991	1999	Threshold of 0.5%	Earlier Entrants	15.142857142857142	5y
2995991	1999	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.177083333333334	5y
2996587	1997	Threshold of 0.5%	Earlier Entrants	16.18421052631579	5y
2996587	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.784090909090908	5y
2997106	1993	Threshold of 0.5%	Earlier Entrants	16.344827586206897	5y
2997106	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.108247422680412	5y
2997157	1994	Threshold of 0.5%	Earlier Entrants	14.857142857142858	5y
2997157	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.205882352941176	5y
2997190	2006	Threshold of 0.5%	Earlier Entrants	16.333333333333332	5y
2997190	2006	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.587786259541986	5y
2997291	2002	Threshold of 0.5%	Earlier Entrants	16.125	5y
2997291	2002	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.235588972431078	5y
2998208	1992	Threshold of 0.5%	Earlier Entrants	15.545454545454543	5y
2998208	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.115384615384617	5y
2999151	1995	Threshold of 0.5%	Earlier Entrants	13.857142857142858	5y
2999151	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.007518796992482	5y
2999173	1989	Threshold of 0.5%	Earlier Entrants	20.7027027027027	5y
2999173	1989	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.988399071925754	5y
3000200	1991	Threshold of 0.5%	Earlier Entrants	13.430769230769233	5y
3000200	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.16535433070866	5y
3000420	2008	Threshold of 0.5%	Earlier Entrants	13.476190476190476	5y
3000420	2008	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.212669683257918	5y
3000421	1987	Threshold of 0.5%	Earlier Entrants	10.150684931506849	5y
3000421	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.204152249134948	5y
3001143	1992	Threshold of 0.5%	Earlier Entrants	15.051948051948052	5y
3001143	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	15.66304347826087	5y
3001320	1993	Threshold of 0.5%	Earlier Entrants	11.783783783783784	5y
3001320	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.404255319148936	5y
3003382	2004	Threshold of 0.5%	Earlier Entrants	6.875	5y
3003382	2004	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.222689075630251	5y
3003385	2000	Threshold of 0.5%	Earlier Entrants	6.105263157894737	5y
3003385	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.36625514403292	5y
3003391	1998	Threshold of 0.5%	Earlier Entrants	5.0625	5y
3003391	1998	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.102564102564102	5y
3003401	2002	Threshold of 0.5%	Earlier Entrants	10.96	5y
3003401	2002	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.751054852320674	5y
3003739	1997	Threshold of 0.5%	Earlier Entrants	7.176470588235294	5y
3003739	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.598290598290598	5y
3005260	2008	Threshold of 0.5%	Earlier Entrants	7.833333333333333	5y
3005260	2008	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.330798479087452	5y
3009156	2003	Threshold of 0.5%	Earlier Entrants	12.75	5y
3009156	2003	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.546341463414636	5y
3009474	2007	Threshold of 0.5%	Earlier Entrants	12.272727272727272	5y
3009474	2007	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.376383763837638	5y
3009843	1998	Threshold of 0.5%	Earlier Entrants	11.714285714285714	5y
3009843	1998	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.829787234042554	5y
3009862	2002	Threshold of 0.5%	Earlier Entrants	16.727272727272727	5y
3009862	2002	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.526690391459074	5y
3010022	1995	Threshold of 0.5%	Earlier Entrants	7.8	5y
3010022	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.35064935064935	5y
3010298	2003	Threshold of 0.5%	Earlier Entrants	10.875	5y
3010298	2003	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.453125	5y
3010340	1995	Threshold of 0.5%	Earlier Entrants	26	5y
3010340	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.872611464968152	5y
3010867	2006	Threshold of 0.5%	Earlier Entrants	15	5y
3010867	2006	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	5.192156862745098	5y
3011799	1996	Threshold of 0.5%	Earlier Entrants	15.703703703703704	5y
3011799	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.792134831460674	5y
3012572	1998	Threshold of 0.5%	Earlier Entrants	14.324324324324325	5y
3012572	1998	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.764705882352942	5y
3013020	1991	Threshold of 0.5%	Earlier Entrants	7.666666666666667	5y
3013020	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.553030303030303	5y
3013842	2006	Threshold of 0.5%	Earlier Entrants	12.333333333333334	5y
3013842	2006	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.197802197802195	5y
3014499	1991	Threshold of 0.5%	Earlier Entrants	23.09090909090909	5y
3014499	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.693069306930694	5y
3014507	1994	Threshold of 0.5%	Earlier Entrants	22.03703703703704	5y
3014507	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.34862385321101	5y
3014538	1994	Threshold of 0.5%	Earlier Entrants	16.821428571428573	5y
3014538	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	22.55555555555556	5y
3014910	1997	Threshold of 0.5%	Earlier Entrants	10.058823529411764	5y
3014910	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.955882352941176	5y
3016340	1996	Threshold of 0.5%	Earlier Entrants	12.153846153846152	5y
3016340	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.455357142857142	5y
3017126	1995	Threshold of 0.5%	Earlier Entrants	13.372093023255816	5y
3017126	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.6890756302521	5y
3017864	1995	Threshold of 0.5%	Earlier Entrants	9.909090909090908	5y
3017864	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.535483870967742	5y
3018155	1999	Threshold of 0.5%	Earlier Entrants	14.7	5y
3018155	1999	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.797169811320757	5y
3018160	1994	Threshold of 0.5%	Earlier Entrants	17.4	5y
3018160	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	15.242603550295858	5y
3018528	2003	Threshold of 0.5%	Earlier Entrants	12.352941176470589	5y
3018528	2003	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.854166666666666	5y
3018739	2000	Threshold of 0.5%	Earlier Entrants	28.166666666666668	5y
3018739	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.647482014388489	5y
3019153	1994	Threshold of 0.5%	Earlier Entrants	12.333333333333334	5y
3019153	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.879310344827584	5y
3019335	1991	Threshold of 0.5%	Earlier Entrants	14.148936170212766	5y
3019335	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.739583333333334	5y
3019385	1996	Threshold of 0.5%	Earlier Entrants	17.09090909090909	5y
3019385	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.093023255813954	5y
3019387	2000	Threshold of 0.5%	Earlier Entrants	7.466666666666667	5y
3019387	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.440677966101695	5y
3019869	1994	Threshold of 0.5%	Earlier Entrants	20.462365591397848	5y
3019869	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	18.12389380530973	5y
3021196	2003	Threshold of 0.5%	Earlier Entrants	13.176470588235292	5y
3021196	2003	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.442724458204335	5y
3021340	2012	Threshold of 0.5%	Earlier Entrants	21.97142857142857	5y
3021340	2012	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.169082125603865	5y
3021983	1995	Threshold of 0.5%	Earlier Entrants	12.905405405405403	5y
3021983	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.154798761609907	5y
3022818	1991	Threshold of 0.5%	Earlier Entrants	8	5y
3022818	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.313953488372093	5y
3023107	1997	Threshold of 0.5%	Earlier Entrants	16.285714285714285	5y
3023107	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	18.32547169811321	5y
3023108	1997	Threshold of 0.5%	Earlier Entrants	15.515151515151516	5y
3023108	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.907317073170733	5y
3023238	2003	Threshold of 0.5%	Earlier Entrants	12.1	5y
3023238	2003	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.136363636363637	5y
3023399	1996	Threshold of 0.5%	Earlier Entrants	15.35897435897436	5y
3023399	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.025773195876289	5y
3023672	2001	Threshold of 0.5%	Earlier Entrants	12.506666666666666	5y
3023672	2001	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11	5y
3024159	2011	Threshold of 0.5%	Earlier Entrants	48.285714285714285	5y
3024159	2011	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.547619047619047	5y
3025324	1997	Threshold of 0.5%	Earlier Entrants	14.431818181818182	5y
3025324	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.805128205128206	5y
3025547	1995	Threshold of 0.5%	Earlier Entrants	12.096774193548388	5y
3025547	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.882352941176473	5y
3027057	1997	Threshold of 0.5%	Earlier Entrants	16.307692307692307	5y
3027057	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.902702702702703	5y
3027098	1992	Threshold of 0.5%	Earlier Entrants	7.56	5y
3027098	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.430555555555555	5y
3028261	2014	Threshold of 0.5%	Earlier Entrants	11.5	5y
3028261	2014	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	5.599137931034483	5y
3029014	2005	Threshold of 0.5%	Earlier Entrants	17.75	5y
3029014	2005	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	5.400778210116732	5y
3029077	1997	Threshold of 0.5%	Earlier Entrants	9.4	5y
3029077	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.44915254237288	5y
3031051	2000	Threshold of 0.5%	Earlier Entrants	17.7	5y
3031051	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.668367346938775	5y
3033200	1995	Threshold of 0.5%	Earlier Entrants	15.083333333333334	5y
3033200	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.217765042979943	5y
3033211	1992	Threshold of 0.5%	Earlier Entrants	16.181818181818183	5y
3033211	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	20.178947368421053	5y
3034880	1995	Threshold of 0.5%	Earlier Entrants	8.218181818181819	5y
3034880	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.15934065934066	5y
3034982	1991	Threshold of 0.5%	Earlier Entrants	15.603174603174605	5y
3034982	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.642533936651583	5y
3036214	1985	Threshold of 0.5%	Earlier Entrants	9.86111111111111	5y
3036214	1985	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.604166666666666	5y
3036475	1995	Threshold of 0.5%	Earlier Entrants	16.933333333333334	5y
3036475	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.655462184873947	5y
3036809	1996	Threshold of 0.5%	Earlier Entrants	9.676470588235292	5y
3036809	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.344036697247706	5y
3037519	1994	Threshold of 0.5%	Earlier Entrants	8.909090909090908	5y
3037519	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.35135135135135	5y
3037534	1994	Threshold of 0.5%	Earlier Entrants	7.763636363636364	5y
3037534	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.224880382775119	5y
3038174	1997	Threshold of 0.5%	Earlier Entrants	7.620689655172414	5y
3038174	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.721153846153847	5y
3038898	1997	Threshold of 0.5%	Earlier Entrants	18.266666666666666	5y
3038898	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.085427135678392	5y
3038948	1995	Threshold of 0.5%	Earlier Entrants	12.10576923076923	5y
3038948	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10	5y
3040665	1993	Threshold of 0.5%	Earlier Entrants	8.95	5y
3040665	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.06282722513089	5y
3040681	2005	Threshold of 0.5%	Earlier Entrants	6.428571428571429	5y
3040681	2005	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	5.358333333333333	5y
3040870	1995	Threshold of 0.5%	Earlier Entrants	23.428571428571427	5y
3040870	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	17.473529411764705	5y
3040905	1997	Threshold of 0.5%	Earlier Entrants	24.857142857142858	5y
3040905	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.21183800623053	5y
3045135	1994	Threshold of 0.5%	Earlier Entrants	10.333333333333334	5y
3045135	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.754716981132075	5y
3045817	1996	Threshold of 0.5%	Earlier Entrants	12.20408163265306	5y
3045817	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.75595238095238	5y
3058704	2000	Threshold of 0.5%	Earlier Entrants	9.2	5y
3058704	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7	5y
3079962	1990	Threshold of 0.5%	Earlier Entrants	13	5y
3079962	1990	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.533333333333331	5y
3080425	2002	Threshold of 0.5%	Earlier Entrants	19.705882352941178	5y
3080425	2002	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.258555133079849	5y
3080750	2006	Threshold of 0.5%	Earlier Entrants	20.428571428571427	5y
3080750	2006	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.671875	5y
3080946	1999	Threshold of 0.5%	Earlier Entrants	8.5	5y
3080946	1999	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.76271186440678	5y
3082845	1996	Threshold of 0.5%	Earlier Entrants	9.2	5y
3082845	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.8652173913043475	5y
3082846	1996	Threshold of 0.5%	Earlier Entrants	11.569444444444445	5y
3082846	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.199453551912568	5y
3082850	1988	Threshold of 0.5%	Earlier Entrants	7.448275862068965	5y
3082850	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.6353591160221	5y
3086384	1993	Threshold of 0.5%	Earlier Entrants	13.358490566037736	5y
3086384	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.15126050420168	5y
3086904	2013	Threshold of 0.5%	Earlier Entrants	18.375	5y
3086904	2013	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.345454545454546	5y
3089594	1991	Threshold of 0.5%	Earlier Entrants	12.815384615384616	5y
3089594	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.94385026737968	5y
3092709	1991	Threshold of 0.5%	Earlier Entrants	19.352941176470587	5y
3092709	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.75	5y
3093454	1985	Threshold of 0.5%	Earlier Entrants	10.681818181818182	5y
3093454	1985	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.080645161290322	5y
3093638	1997	Threshold of 0.5%	Earlier Entrants	18.13636363636364	5y
3093638	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.911290322580646	5y
3096145	1991	Threshold of 0.5%	Earlier Entrants	20.06024096385542	5y
3096145	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.077181208053693	5y
3096146	1993	Threshold of 0.5%	Earlier Entrants	11.673913043478262	5y
3096146	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.055045871559631	5y
3098110	1993	Threshold of 0.5%	Earlier Entrants	7.142857142857143	5y
3098110	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.041666666666666	5y
3098683	2002	Threshold of 0.5%	Earlier Entrants	15.76923076923077	5y
3098683	2002	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.115830115830116	5y
3100537	1996	Threshold of 0.5%	Earlier Entrants	14.878504672897195	5y
3100537	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.28358208955224	5y
3102556	1994	Threshold of 0.5%	Earlier Entrants	15.833333333333334	5y
3102556	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.479674796747968	5y
3103910	1996	Threshold of 0.5%	Earlier Entrants	9.855263157894736	5y
3103910	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.582677165354331	5y
3104329	1991	Threshold of 0.5%	Earlier Entrants	14.54	5y
3104329	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.53888888888889	5y
3104790	2000	Threshold of 0.5%	Earlier Entrants	13.251612903225809	5y
3104790	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.97872340425532	5y
3105525	1997	Threshold of 0.5%	Earlier Entrants	5.868421052631579	5y
3105525	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.6875	5y
3108260	1997	Threshold of 0.5%	Earlier Entrants	9.941176470588236	5y
3108260	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.421052631578947	5y
3110068	1996	Threshold of 0.5%	Earlier Entrants	16.852941176470587	5y
3110068	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.536912751677852	5y
3111532	1997	Threshold of 0.5%	Earlier Entrants	21.133333333333333	5y
3111532	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.583783783783783	5y
3114239	2002	Threshold of 0.5%	Earlier Entrants	11.148148148148149	5y
3114239	2002	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.648888888888889	5y
3115078	1994	Threshold of 0.5%	Earlier Entrants	18.88679245283019	5y
3115078	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.594501718213058	5y
3115259	1991	Threshold of 0.5%	Earlier Entrants	12	5y
3115259	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.826923076923077	5y
3115339	2005	Threshold of 0.5%	Earlier Entrants	39.903225806451616	5y
3115339	2005	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	21.45777777777778	5y
3116542	2000	Threshold of 0.5%	Earlier Entrants	7.78	5y
3116542	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.631336405529954	5y
3121846	1999	Threshold of 0.5%	Earlier Entrants	13.05	5y
3121846	1999	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	24.349206349206348	5y
3122586	2006	Threshold of 0.5%	Earlier Entrants	15.818181818181818	5y
3122586	2006	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.588235294117647	5y
3123395	2003	Threshold of 0.5%	Earlier Entrants	12.318181818181818	5y
3123395	2003	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.102857142857143	5y
3124807	1990	Threshold of 0.5%	Earlier Entrants	12.45945945945946	5y
3124807	1990	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.115789473684211	5y
3128574	1995	Threshold of 0.5%	Earlier Entrants	6.04	5y
3128574	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.057142857142855	5y
3131340	1999	Threshold of 0.5%	Earlier Entrants	6.518518518518518	5y
3131340	1999	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.995305164319248	5y
3131486	1987	Threshold of 0.5%	Earlier Entrants	17.45945945945946	5y
3131486	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.496815286624203	5y
3137561	1996	Threshold of 0.5%	Earlier Entrants	13.333333333333334	5y
3137561	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.465116279069768	5y
3139621	1996	Threshold of 0.5%	Earlier Entrants	10.911764705882351	5y
3139621	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.280068728522337	5y
3141281	2006	Threshold of 0.5%	Earlier Entrants	5.857142857142857	5y
3141281	2006	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.27683615819209	5y
3155720	1990	Threshold of 0.5%	Earlier Entrants	12.74074074074074	5y
3155720	1990	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.8625	5y
3155772	1993	Threshold of 0.5%	Earlier Entrants	14.903225806451612	5y
3155772	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.666666666666666	5y
3156381	1996	Threshold of 0.5%	Earlier Entrants	15.866666666666667	5y
3156381	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.2	5y
3156508	1993	Threshold of 0.5%	Earlier Entrants	11.4	5y
3156508	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.869318181818182	5y
3156631	1994	Threshold of 0.5%	Earlier Entrants	6.181818181818182	5y
3156631	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.752380952380951	5y
3158344	1994	Threshold of 0.5%	Earlier Entrants	17.4	5y
3158344	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.141732283464568	5y
3158346	1998	Threshold of 0.5%	Earlier Entrants	7.933333333333334	5y
3158346	1998	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.08411214953271	5y
3158452	1995	Threshold of 0.5%	Earlier Entrants	23.5625	5y
3158452	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.21951219512195	5y
3159016	1998	Threshold of 0.5%	Earlier Entrants	15.035714285714286	5y
3159016	1998	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.71508379888268	5y
3160692	1997	Threshold of 0.5%	Earlier Entrants	11.72	5y
3160692	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.124137931034484	5y
3160695	2000	Threshold of 0.5%	Earlier Entrants	10.555555555555555	5y
3160695	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.982758620689657	5y
3161075	1997	Threshold of 0.5%	Earlier Entrants	9.095238095238097	5y
3161075	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.595419847328245	5y
3161077	1995	Threshold of 0.5%	Earlier Entrants	10.11111111111111	5y
3161077	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.353658536585366	5y
3161871	1994	Threshold of 0.5%	Earlier Entrants	9.24	5y
3161871	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.085227272727272	5y
3161881	1992	Threshold of 0.5%	Earlier Entrants	14.84	5y
3161881	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.358778625954198	5y
3161943	1990	Threshold of 0.5%	Earlier Entrants	13.308823529411764	5y
